function_name,file_path,module,line_number,signature,doc_comment,doc_first_line,semantic_category
load_bundle,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/prediction/bundle_io.R,app/logic/prediction,33,function(path),"#' Load and validate an RDS bundle
#'
#' Reads an .rds file, checks that it contains the
#' expected bundle structure, and returns the bundle
#' or a structured error.
#'
#' @param path Character, path to the .rds file
#' @return List with $success, $result (bundle) or $error
#' @export",Load and validate an RDS bundle,"validation, export, error_handling"
validate_bundle,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/prediction/bundle_io.R,app/logic/prediction,78,function(bundle),"#' Validate bundle structure
#'
#' Checks that a loaded object has all required fields
#' and a valid analysis_type.
#'
#' @param bundle The object read from the .rds file
#' @return List with $valid (logical) and $message
#'   (character or NULL)
#' @export",Validate bundle structure,"validation, export"
bundle_error_parser,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/prediction/bundle_io.R,app/logic/prediction,134,NA,NA,NA,undocumented
preprocess_unknown,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/prediction/predict.R,app/logic/prediction,28,"function(unknown_data, bundle)","#' Preprocess unknown data using stored bundle params
#'
#' Applies stored skewness transforms and scaling params
#' to unknown data so it matches the training pipeline.
#' For PCA: only transforms (predict.prcomp handles
#' center/scale automatically).
#' For LDA/MDA/QDA: transforms + manual scale.
#'
#' @param unknown_data Data frame of unknown observations
#' @param bundle The prediction bundle
#' @return Data frame with preprocessed numeric columns
#' @export",Preprocess unknown data using stored bundle params,"export, transformation, data_prep"
predict_unknown,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/prediction/predict.R,app/logic/prediction,97,"function(bundle, preprocessed_data)","#' Run prediction on preprocessed unknown data
#'
#' Dispatches to the appropriate predict method based
#' on the bundle's analysis_type.
#'
#' @param bundle The prediction bundle
#' @param preprocessed_data Data frame (already
#'   preprocessed via preprocess_unknown)
#' @return List with $success, $result or $error.
#'   $result contains: predicted_class, posterior,
#'   scores (where applicable), n_unknowns
#' @export",Run prediction on preprocessed unknown data,"computation, export, error_handling, data_prep"
predict_pca,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/prediction/predict.R,app/logic/prediction,146,"function(model, numeric_data)",NA,NA,undocumented
predict_lda,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/prediction/predict.R,app/logic/prediction,162,"function(model, numeric_data)",NA,NA,undocumented
predict_mda,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/prediction/predict.R,app/logic/prediction,175,"function(model, numeric_data)",NA,NA,undocumented
predict_qda,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/prediction/predict.R,app/logic/prediction,205,"function(model, numeric_data, bundle)",NA,NA,undocumented
prediction_error_parser,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/prediction/predict.R,app/logic/prediction,230,NA,NA,NA,undocumented
create_prediction_overlay_plot,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/prediction/prediction_plots.R,app/logic/prediction,53,NA,"#' Create a prediction overlay plot
#'
#' Recreates the training plot from bundled data and
#' overlays unknown sample predictions with distinct
#' visual encoding.
#'
#' @param bundle The prediction bundle
#' @param prediction_result Result from predict_unknown()
#' @param unknown_data Original unknown data frame
#'   (for metadata / labels)
#' @param dim_x Character, x-axis dimension name
#' @param dim_y Character, y-axis dimension name
#' @param meta_col Character or NULL, metadata column
#'   to use as unknown labels
#' @param group_cols Character vector or NULL, metadata
#'   columns for grouping training data (PCA only)
#' @param show_convex_hull Logical, use convex hull
#'   instead of 95% ellipse (PCA only)
#' @param point_alpha Character or numeric, point alpha
#'   for PCA biplot (""Contribution"" or fixed, PCA only)
#' @param point_size Character or numeric, point size
#'   for PCA biplot (""Contribution"" or fixed, PCA only)
#' @param layer Character, biplot layer: ""individuals"",
#'   ""variables"", or ""combined"" (PCA only)
#' @param show_diagnostics Logical, overlay assumption
#'   diagnostics (LDA/MDA only)
#' @param show_boundaries Logical, overlay decision
#'   boundary regions (LDA/MDA/QDA)
#' @return List with $success, $result (ggplot) or $error
#' @export",Create a prediction overlay plot,"plotting, export, error_handling"
build_pca_overlay,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/prediction/prediction_plots.R,app/logic/prediction,120,NA,"#' Build PCA overlay: reuse create_biplot for training
#' data, then layer unknown scores on top.",Build PCA overlay: reuse create_biplot for training,plotting
build_ld_overlay,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/prediction/prediction_plots.R,app/logic/prediction,238,NA,"#' Build LDA/MDA overlay: delegate to create_ld_plot
#' for the training base layer, then overlay unknowns.",Build LDA/MDA overlay: delegate to create_ld_plot,plotting
build_qda_overlay,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/prediction/prediction_plots.R,app/logic/prediction,338,NA,"#' Build QDA overlay: delegate to create_qda_plot
#' for the training base layer, then overlay unknowns.",Build QDA overlay: delegate to create_qda_plot,plotting
reconstruct_pca_result,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/prediction/prediction_plots.R,app/logic/prediction,431,function(bundle),"#' Reconstruct a pca_result structure from a bundle
#'
#' Uses the stored prcomp model and training data to
#' rebuild the same structure that create_biplot expects.",Reconstruct a pca_result structure from a bundle,plotting
reconstruct_lda_result,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/prediction/prediction_plots.R,app/logic/prediction,452,function(bundle),"#' Reconstruct an lda_result-like structure from a bundle
#'
#' Builds the list that create_ld_plot expects from the
#' bundle's stored model and training data.",Reconstruct an lda_result-like structure from a bundle,plotting
reconstruct_qda_result,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/prediction/prediction_plots.R,app/logic/prediction,551,function(bundle),"#' Reconstruct a qda_result-like structure from a bundle
#'
#' Builds the list that create_qda_plot expects from the
#' bundle's stored model and training data.",Reconstruct a qda_result-like structure from a bundle,plotting
build_unknown_overlay_df,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/prediction/prediction_plots.R,app/logic/prediction,606,NA,"#' Build unknown sample overlay data frame
#'
#' Creates the data frame used to layer unknown
#' predictions on top of the training base plot.",Build unknown sample overlay data frame,plotting
validate_unknown_data,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/prediction/validation.R,app/logic/prediction,25,"function(unknown_data, bundle)","#' Validate unknown data against a prediction bundle
#'
#' Checks that the unknown data has all required numeric
#' columns, warns on missing metadata columns, and
#' compares value ranges for plausibility.
#'
#' @param unknown_data Data frame of unknown observations
#' @param bundle The prediction bundle (from load_bundle)
#' @return List with $valid (logical), $errors (character
#'   vector), $warnings (character vector)
#' @export",Validate unknown data against a prediction bundle,"validation, export, error_handling"
check_value_ranges,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/prediction/validation.R,app/logic/prediction,117,NA,"#' Compare value ranges of unknown data against training
#'
#' @param unknown_data Data frame of unknown observations
#' @param raw_data Data frame of raw training data
#' @param cols Character vector of column names to check
#' @return Character vector of warning messages",Compare value ranges of unknown data against training,validation
get_default_theme,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/settings.R,app/logic/settings.R,31,function(),"#' Get the default theme object
#' @return A bslib theme object
#' @export",Get the default theme object,export
get_theme_names,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/settings.R,app/logic/settings.R,38,function(),"#' Get theme names
#' @return Character vector of available theme display names
#' @export",Get theme names,"export, formatting"
get_theme,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/settings.R,app/logic/settings.R,46,function(name),"#' Get a theme by name
#' @param name Character, display name of the theme
#' @return A bslib theme object, or the default if name is invalid
#' @export",Get a theme by name,"export, formatting"
compute_skewness,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/skewness_transform.R,app/logic/skewness_transform.R,23,function(x),"#' Compute Fisher's skewness for a numeric vector
#'
#' Uses the adjusted Fisher-Pearson formula:
#' g1 = (n / ((n-1)(n-2))) * sum(((x - mean) / sd)^3)
#'
#' @param x Numeric vector (NAs removed upstream)
#' @return Numeric scalar, skewness value",Compute Fisher's skewness for a numeric vector,computation
detect_skewness,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/skewness_transform.R,app/logic/skewness_transform.R,48,NA,"#' Detect skewness in measurement columns
#'
#' Computes per-column skewness and classifies each column
#' as ""left"" (negative skewness), ""right"" (positive skewness),
#' or ""symmetric"" (abs(skewness) <= threshold).
#'
#' @param data Data frame
#' @param measurement_cols Character vector of measurement column names
#' @param threshold Numeric, absolute skewness above which a column
#'   is flagged as skewed. Default 1.0.
#' @return Data frame with columns: column, skewness, abs_skewness,
#'   direction (""left"", ""right"", ""symmetric""), is_skewed (logical).
#'   Sorted by abs_skewness descending.
#' @export",Detect skewness in measurement columns,"computation, export"
transform_skewed,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/skewness_transform.R,app/logic/skewness_transform.R,107,NA,"#' Transform skewed columns to reduce skewness
#'
#' Applies log or Box-Cox transformation to columns flagged
#' as skewed by detect_skewness(). Left-skewed columns are
#' reflected before transformation. Symmetric columns are
#' left untouched.
#'
#' @param data Data frame (full, including metadata columns)
#' @param measurement_cols Character vector of measurement column names
#' @param skew_result Data frame from detect_skewness()
#' @param method Character, transformation method:
#'   ""auto"" (try log, fall back to Box-Cox),
#'   ""log"", ""boxcox"", ""none"".
#' @return List with $success, $result or $error.
#'   $result contains $data, $transformed_cols (data frame),
#'   $skipped_cols (character vector).
#' @export",Transform skewed columns to reduce skewness,"export, transformation, error_handling, formatting"
apply_stored_transform,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/skewness_transform.R,app/logic/skewness_transform.R,229,"function(x, params)","#' Apply a stored transform to a single column
#'
#' Replays the exact transformation on new data using
#' stored parameters (no re-estimation). Used by the
#' prediction module to apply training transforms to
#' unknown data.
#'
#' @param x Numeric vector (new data column)
#' @param params List with: method, direction, shift,
#'   lambda (NULL for log), reflect_max (NULL for right),
#'   column (informational)
#' @return Numeric vector of transformed values
#' @export",Apply a stored transform to a single column,"export, transformation, formatting"
apply_stored_transforms,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/skewness_transform.R,app/logic/skewness_transform.R,286,NA,"#' Apply stored transforms to a data frame
#'
#' Applies all stored per-column transform parameters
#' to the corresponding columns in a data frame.
#' Columns not in transform_params are left untouched.
#'
#' @param data Data frame
#' @param transform_params List of per-column param lists,
#'   each with $column and transform parameters
#' @return Data frame with transformed columns
#' @export",Apply stored transforms to a data frame,"export, transformation"
skewness_error_parser,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/skewness_transform.R,app/logic/skewness_transform.R,313,NA,"#' Error parser for skewness transformation errors
#'
#' @param error_msg Character, the original error message
#' @param operation_name Character, name of the operation
#' @return Character, user-friendly error message
#' @export",Error parser for skewness transformation errors,"export, transformation, error_handling, formatting"
try_transform_column,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/skewness_transform.R,app/logic/skewness_transform.R,349,"function(x, direction, method)","#' Try to transform a single column
#'
#' @param x Numeric vector
#' @param direction ""left"" or ""right""
#' @param method ""auto"", ""log"", or ""boxcox""
#' @return List with $values, $method_used, and $params,
#'   or NULL on failure",Try to transform a single column,transformation
try_transform_positive,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/skewness_transform.R,app/logic/skewness_transform.R,387,"function(x, method)","#' Apply transformation to a (positive-shifted) vector
#'
#' @param x Numeric vector
#' @param method ""auto"", ""log"", or ""boxcox""
#' @return List with $values and $method_used, or NULL",Apply transformation to a (positive-shifted) vector,"transformation, formatting"
try_log_transform,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/skewness_transform.R,app/logic/skewness_transform.R,414,function(x),"#' Try log1p transformation
#'
#' Shifts data so minimum is 0, then applies log1p.
#' Returns stored params for replay on new data.
#'
#' @param x Numeric vector
#' @return List with $values, $method_used, and $params,
#'   or NULL on failure",Try log1p transformation,"transformation, formatting"
try_boxcox_transform,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/skewness_transform.R,app/logic/skewness_transform.R,446,function(x),"#' Try Box-Cox transformation
#'
#' Estimates optimal lambda via MASS::boxcox, then applies
#' the power transformation. Requires strictly positive data.
#' Returns stored params for replay on new data.
#'
#' @param x Numeric vector
#' @return List with $values, $method_used, and $params,
#'   or NULL on failure",Try Box-Cox transformation,"transformation, formatting"
elimna,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/cliff_delta.R,app/logic/statistics,10,function(m),"#' Remove rows with missing values
#' @keywords internal",Remove rows with missing values,other
binomci,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/cliff_delta.R,app/logic/statistics,42,function(x = sum(y),"#' Binomial confidence interval using Pratt's method
#' @keywords internal",Binomial confidence interval using Pratt's method,other
binomcipv,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/cliff_delta.R,app/logic/statistics,86,function(x = sum(y),"#' Binomial CI with p-value
#' @keywords internal",Binomial CI with p-value,statistical
cid,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/cliff_delta.R,app/logic/statistics,125,NA,"#' Cliff's method for two independent groups
#' @keywords internal",Cliff's method for two independent groups,other
bmp,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/cliff_delta.R,app/logic/statistics,184,NA,"#' Brunner-Munzel heteroscedastic analog of WMW test
#' @keywords internal",Brunner-Munzel heteroscedastic analog of WMW test,"computation, statistical"
cidv2,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/cliff_delta.R,app/logic/statistics,241,NA,"#' p-value for Cliff's analog of WMW test
#' @keywords internal",p-value for Cliff's analog of WMW test,statistical
cidmulv2_labelled,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/cliff_delta.R,app/logic/statistics,309,NA,"#' Cliff's method for all pairs of J independent groups with labels
#'
#' Perform Cliff's method for all pairs of J independent groups.
#' The familywise type I error probability is controlled via
#' Hochberg's method.
#'
#' @param data Data frame containing the data
#' @param alpha Significance level (default 0.05)
#' @param gcode Column name for numeric group codes
#' @param glab Column name for character group labels
#' @param dp Column name for the dependent variable
#' @param CI.FWE Logical, use FWE-adjusted CIs (default FALSE)
#' @return List with n (group sizes), test (results), summary.dvals
#' @export",Cliff's method for all pairs of J independent groups with labels,"computation, export, error_handling, statistical"
winvar,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/customWRS.R,app/logic/statistics,10,"function (x, tr = 0.2, na.rm = FALSE, STAND = NULL, ...)",NA,NA,undocumented
listm,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/customWRS.R,app/logic/statistics,26,function(x),NA,NA,undocumented
smmcrit,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/customWRS.R,app/logic/statistics,34,"function (nuhat, C)",NA,NA,undocumented
smmcrit01,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/customWRS.R,app/logic/statistics,155,"function (nuhat, C)",NA,NA,undocumented
smmvalv2,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/customWRS.R,app/logic/statistics,276,"function (dfvec, iter = 10000, alpha = 0.05, SEED = TRUE)",NA,NA,undocumented
fac2list,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/customWRS.R,app/logic/statistics,293,"function (x, g)",NA,NA,undocumented
lincon1,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/customWRS.R,app/logic/statistics,316,NA,NA,NA,undocumented
con2way,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/customWRS.R,app/logic/statistics,439,"function (J, K)",NA,NA,undocumented
selby,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/customWRS.R,app/logic/statistics,495,"function (m, grpc, coln)",NA,NA,undocumented
selby2,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/customWRS.R,app/logic/statistics,518,"function (m, grpc, coln = NA)",NA,NA,undocumented
matl,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/customWRS.R,app/logic/statistics,623,function (x),NA,NA,undocumented
mcp2atm,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/customWRS.R,app/logic/statistics,633,"function (formula, data, tr = 0.2, ...)",NA,NA,undocumented
mcp2atm_TM,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/customWRS.R,app/logic/statistics,718,"function (formula, data, tr = 0.2, ...)",NA,NA,undocumented
kron,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/customWRS.R,app/logic/statistics,807,"function(m1, m2)",NA,NA,undocumented
cjMAT,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/customWRS.R,app/logic/statistics,820,function(J),NA,NA,undocumented
con3way,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/customWRS.R,app/logic/statistics,836,"function(J, K, L)",NA,NA,undocumented
mcp3atm_TM,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/customWRS.R,app/logic/statistics,857,"function(formula, data, tr = 0.2, ...)",NA,NA,undocumented
safe_factor_conversion,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/omnibus.R,app/logic/statistics,24,"function(data, vars)","#' Safely convert columns to factors with validation
#'
#' Validates data before factor conversion to prevent errors from invalid data.
#'
#' @param data Data frame containing the columns to convert
#' @param vars Character vector of column names to convert to factors
#' @return List with $success (logical), $data (modified df), $error (app_error or NULL)
#' @export",Safely convert columns to factors with validation,"validation, export, transformation, error_handling"
calculate_smallest_group,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/omnibus.R,app/logic/statistics,96,"function(df, x_axis)","#' Calculate smallest group size across all factor combinations
#'
#' @param df Data frame containing the data
#' @param x_axis Character vector of grouping column(s)
#' @return Integer, smallest group size
#' @export",Calculate smallest group size across all factor combinations,"computation, export"
setup_bootstrap_params,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/omnibus.R,app/logic/statistics,115,NA,"#' Setup bootstrap parameters
#'
#' @param df Data frame
#' @param x_axis Character vector of grouping columns
#' @param use_bootstrap Logical
#' @param boot_samples Integer, number of bootstrap samples
#' @param boot_sample_size Integer or NULL, sample size per group
#' @return List with $n_iterations and $sample_size
#' @export",Setup bootstrap parameters,"export, data_prep"
sample_for_iteration,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/omnibus.R,app/logic/statistics,143,NA,"#' Sample data for a single bootstrap iteration
#'
#' @param df Data frame
#' @param x_axis Character vector of grouping columns
#' @param use_bootstrap Logical
#' @param sample_size Integer, sample size per group
#' @return Data frame (sampled or original)
#' @export",Sample data for a single bootstrap iteration,export
format_bootstrap_results,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/omnibus.R,app/logic/statistics,169,"function(boot_results, digits = 3)","#' Format bootstrap results with confidence intervals
#'
#' @param boot_results Data frame with bootstrap iterations as rows
#' @param digits Integer, number of significant digits (default 3)
#' @return Data frame with mean [CI lower - CI upper] format
#' @export",Format bootstrap results with confidence intervals,"export, formatting"
run_omnibus_test,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/omnibus.R,app/logic/statistics,238,NA,"#' Generic omnibus test runner
#'
#' Executes any omnibus test (robust or parametric) using a config object
#' that defines test-specific hooks for validation, formula building,
#' test execution, result extraction, and formatting.
#'
#' @param df Data frame containing the data
#' @param x_axis Character vector of grouping column(s)
#' @param measure_col Character, measurement column name
#' @param tr_value Numeric, trim proportion (0-0.5)
#' @param use_bootstrap Logical, whether to use bootstrap
#' @param boot_samples Integer, number of bootstrap samples
#' @param boot_sample_size Integer or NULL, bootstrap sample size per group
#' @param config List with test configuration hooks:
#'   $name, $result_cols, $validate, $build_context,
#'   $build_formula, $run_test, $extract_results, $format_results
#' @return Data frame with results, or structured app_error
#' @export",Generic omnibus test runner,"validation, computation, export, filtering, error_handling, formatting, statistical"
validate_posthoc,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/parametric_posthoc.R,app/logic/statistics,27,"function(df, x_axis)","#' Validate post-hoc inputs
#'
#' @param df Data frame
#' @param x_axis Grouping columns
#' @return NULL if valid, app_error otherwise",Validate post-hoc inputs,"validation, error_handling"
build_posthoc_context,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/parametric_posthoc.R,app/logic/statistics,53,"function(df, x_axis, measure_col)","#' Build error context for post-hoc tests
#'
#' @param df Data frame
#' @param x_axis Grouping columns
#' @param measure_col Measurement column
#' @return List with context information",Build error context for post-hoc tests,"error_handling, formatting, statistical"
normalize_interaction,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/parametric_posthoc.R,app/logic/statistics,68,function(df),"#' Normalize interaction strings for consistent matching
#'
#' Extracts group names from ""GroupA vs. GroupB"" format and creates
#' an alphabetized key for consistent matching between tests.
#'
#' @param df Data frame with Interaction column
#' @return Data frame with added InteractionKey column",Normalize interaction strings for consistent matching,"transformation, filtering, formatting, statistical"
filter_valid_comparisons,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/parametric_posthoc.R,app/logic/statistics,86,"function(df, x_axis)","#' Filter for valid comparisons in multi-factor designs
#'
#' Keeps only comparisons where groups differ by exactly one factor level.
#'
#' @param df Data frame with Interaction column
#' @param x_axis Character vector of grouping columns
#' @return Filtered data frame",Filter for valid comparisons in multi-factor designs,filtering
parse_tukey_comparison,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/parametric_posthoc.R,app/logic/statistics,109,function(comp),"#' Parse Tukey HSD comparison string into group pair
#'
#' TukeyHSD uses ""GroupB-GroupA"" format. For multi-way with interaction(),
#' groups contain ""."" separators, so we split on the last ""-"" that
#' separates two groups.
#'
#' @param comp Character, comparison string from TukeyHSD rownames
#' @return List with g1 and g2 (reversed to match Cohen's d ordering)",Parse Tukey HSD comparison string into group pair,formatting
calculate_raw_pvalues,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/parametric_posthoc.R,app/logic/statistics,138,NA,"#' Calculate raw (unadjusted) p-values from mean differences
#'
#' Uses the pooled MSE from the ANOVA model to compute t-statistics
#' and two-sided p-values for each pairwise comparison.
#'
#' @param differences Numeric vector of mean differences
#' @param group1 Character vector of first group names
#' @param group2 Character vector of second group names
#' @param group_sizes Named numeric vector of group sizes
#' @param mse Numeric, mean squared error from ANOVA residuals
#' @param df_residual Numeric, residual degrees of freedom
#' @return Numeric vector of raw p-values",Calculate raw (unadjusted) p-values from mean differences,"computation, error_handling, statistical"
perform_tukey_hsd,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/parametric_posthoc.R,app/logic/statistics,174,"function(df, x_axis, measure_col)","#' Perform Tukey HSD Post-hoc Comparisons
#'
#' Conducts Tukey's Honestly Significant Difference test for pairwise
#' comparisons. For multi-way designs, groups are combined into a single
#' interaction factor using ""."" separator to produce pairwise comparisons
#' compatible with Cohen's d output.
#'
#' Returns raw (unadjusted) p-values so downstream filtering and
#' p-value correction can be applied.
#'
#' @param df Data frame containing the data
#' @param x_axis Character vector of grouping columns
#' @param measure_col Character, measurement column name
#' @return Data frame with pairwise comparisons or structured error
#' @export",Perform Tukey HSD Post-hoc Comparisons,"computation, export, filtering, error_handling, statistical"
perform_cohens_d,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/parametric_posthoc.R,app/logic/statistics,284,"function(df, x_axis, measure_col)","#' Calculate Cohen's d Effect Size
#'
#' Computes Cohen's d for pairwise comparisons. For multi-way designs,
#' groups are combined into a single factor using ""."" separator.
#' Returns raw (unadjusted) t-test p-values.
#'
#' @param df Data frame containing the data
#' @param x_axis Character vector of grouping columns
#' @param measure_col Character, measurement column name
#' @return Data frame with effect sizes or structured error
#' @export",Calculate Cohen's d Effect Size,"computation, export, error_handling, statistical"
perform_combined_parametric_posthoc,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/parametric_posthoc.R,app/logic/statistics,410,NA,"#' Perform Combined Parametric Post-Hoc Tests
#'
#' Runs both Tukey HSD and Cohen's d, merges results by interaction key,
#' optionally filters valid comparisons, then applies p-value adjustment.
#'
#' @param df Data frame
#' @param x_axis Character vector of grouping column(s)
#' @param measure_col Character, measurement column name
#' @param p_adjust_method Character, p-value adjustment method
#' @param filter_valid Logical, filter to valid comparisons for multi-way
#' @return Data frame with combined results or app_error
#' @export",Perform Combined Parametric Post-Hoc Tests,"computation, export, filtering, error_handling, statistical"
perform_anova1way,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/parametric_tests.R,app/logic/statistics,136,NA,"#' Perform One-Way Parametric ANOVA
#'
#' Uses stats::aov() for classical one-way ANOVA.
#' Bootstrap and trim parameters are accepted for interface
#' consistency but ignored.
#'
#' @param df Data frame containing the data
#' @param x_axis Character, single grouping column name
#' @param measure_col Character, measurement column name
#' @param tr_value Numeric, ignored for parametric tests
#' @param use_bootstrap Logical, ignored (always FALSE)
#' @param boot_samples Integer, ignored
#' @param boot_sample_size Integer or NULL, ignored
#' @return Data frame with ANOVA results, or structured app_error
#' @export",Perform One-Way Parametric ANOVA,"computation, export, error_handling, statistical"
perform_anova2way,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/parametric_tests.R,app/logic/statistics,309,NA,"#' Perform Two-Way Parametric ANOVA
#'
#' Uses stats::aov() for classical two-way ANOVA with interaction.
#' Returns main effects (A, B) and interaction (A:B).
#' Bootstrap and trim parameters are accepted for interface
#' consistency but ignored.
#'
#' @param df Data frame containing the data
#' @param x_axis Character vector of exactly two grouping column names
#' @param measure_col Character, measurement column name
#' @param tr_value Numeric, ignored for parametric tests
#' @param use_bootstrap Logical, ignored (always FALSE)
#' @param boot_samples Integer, ignored
#' @param boot_sample_size Integer or NULL, ignored
#' @return Data frame with ANOVA results, or structured app_error
#' @export",Perform Two-Way Parametric ANOVA,"computation, export, error_handling, statistical"
